repo_id,repo_name,description,stars,contributors,forks,open_issues,license,archived,pushed_at,openrank_2607,openrank_2608,openrank_trend_2508_2607,openrank_trend_2509_2608,participants_2607,language,created_at,topics,landscape_action,landscape_layer,landscape_section,selection_reason,selection_caveat,github_status,trend_signal,trend_signal_reason
112542515,NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,10482,280,2100,756,NOASSERTION,false,2026-09-23,6.04,11.26,"[37.82,35.53,25.17,29.65,27.47,26.48,24.03,20.88,17.89,16.22,10.01,6.04]","[35.53, 25.17, 29.65, 27.47, 26.48, 24.03, 20.88, 17.89, 16.22, 10.01, 6.04, 11.26]",6,C++,2017-11-30,"cpp,cuda,deep-learning,deep-learning-library,gpu,nvidia,python",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，10,151 stars，最近可用 OpenRank 6.92。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
494232964,Dao-AILab/flash-attention,Fast and memory-efficient exact attention,25007,207,3099,1311,BSD-3-Clause,false,2026-09-24,5.43,5.94,"[30.65,30.05,27.77,23.85,29.74,32.3,30.41,23.43,23.79,13.63,10.88,5.43]","[30.05, 27.77, 23.85, 29.74, 32.3, 30.41, 23.43, 23.79, 13.63, 10.88, 5.43, 5.94]",5,Python,2022-05-19,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，24,557 stars，最近可用 OpenRank 10.59。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
933928679,deepseek-ai/DeepEP,DeepEP: an efficient expert-parallel communication library,10201,48,1450,289,MIT,false,2026-09-23,,5.25,"[28.29,25.61,19.33,14.46,11.38,8.6,5.56,3.3,5.05,5.38,2.38,null]","[25.61, 19.33, 14.46, 11.38, 8.6, 5.56, 3.3, 5.05, 5.38, 2.38, null, 5.25]",0,Cuda,2025-02-17,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，9,913 stars，最近可用 OpenRank 2.55。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
86031674,wandb/wandb,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.",11260,232,899,987,MIT,false,2026-09-24,33.87,28.99,"[84.7,86.37,77.47,76.89,71.21,67.76,63.6,59.54,51.61,43.27,39.45,33.87]","[86.37, 77.47, 76.89, 71.21, 67.76, 63.6, 59.54, 51.61, 43.27, 39.45, 33.87, 28.99]",8,Python,2017-03-24,"ai,collaboration,data-science,data-versioning,deep-learning,experiment-track,hyperparameter-optimization,hyperparameter-search,hyperparameter-tuning,jax,keras,machine-learning,ml-platform,mlops,model-versioning,pytorch,reinforcement-learning,reproducibility,tensorflow",keep,Model Infra,Pre-Train · Evaluation & observability,"当前图中的 Pre-Train · Evaluation & observability 代表项目；仓库仍在维护，11,209 stars，最近可用 OpenRank 33.98。",该区同时包含实验追踪和模型生命周期管理，需避免与 Agent observability 混用。,ok,,
136202695,mlflow/mlflow,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",28125,446,6352,2144,Apache-2.0,false,2026-09-24,31.5,28.1,"[111.37,107.38,106.57,105.73,107.73,111.34,106.97,96.34,79.88,66.96,48.66,31.5]","[107.38, 106.57, 105.73, 107.73, 111.34, 106.97, 96.34, 79.88, 66.96, 48.66, 31.5, 28.1]",22,Python,2018-06-05,"agentops,agents,ai,ai-governance,apache-spark,evaluation,langchain,llm-evaluation,llmops,machine-learning,ml,mlflow,mlops,model-management,observability,open-source,openai,prompt-engineering",keep,Model Infra,Pre-Train · Evaluation & observability,"当前图中的 Pre-Train · Evaluation & observability 代表项目；仓库仍在维护，27,247 stars，最近可用 OpenRank 52.06。",该区同时包含实验追踪和模型生命周期管理，需避免与 Agent observability 混用。,ok,,
65600975,pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,103247,327,30188,17586,NOASSERTION,false,2026-09-24,333.26,253.31,"[988.28,969.04,874.64,868.4,862.71,816.66,743.38,685.38,631.31,537.92,427.62,333.26]","[969.04, 874.64, 868.4, 862.71, 816.66, 743.38, 685.38, 631.31, 537.92, 427.62, 333.26, 253.31]",149,Python,2016-08-13,"autograd,deep-learning,gpu,machine-learning,neural-network,numpy,python,tensor",keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，102,035 stars，最近可用 OpenRank 436.28。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
154739597,jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",36333,396,3804,2584,Apache-2.0,false,2026-09-24,121.48,65.78,"[134.17,118.76,128.69,117.39,112.25,106.2,108.49,114.18,121.46,117.86,135.11,121.48]","[118.76, 128.69, 117.39, 112.25, 106.2, 108.49, 114.18, 121.46, 117.86, 135.11, 121.48, 65.78]",77,Python,2018-10-25,jax,keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，36,065 stars，最近可用 OpenRank 84.71。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
176982014,NVIDIA/Megatron-LM,Ongoing research training transformer models at scale,17999,339,4562,1409,NOASSERTION,false,2026-09-24,32.39,39.04,"[25.27,24.28,37.21,58.69,74.89,87.23,88.23,83.3,68.93,61.62,47.44,32.39]","[24.28, 37.21, 58.69, 74.89, 87.23, 88.23, 83.3, 68.93, 61.62, 47.44, 32.39, 39.04]",36,Python,2019-03-21,"large-language-models,model-para,transformers",keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，17,247 stars，最近可用 OpenRank 54.06。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
65711522,PaddlePaddle/Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,24103,360,6023,1479,Apache-2.0,false,2026-09-24,23.89,18.5,"[186.91,166.93,144.29,140.34,130.77,121.26,110.58,92.03,70.67,62.24,39.17,23.89]","[166.93, 144.29, 140.34, 130.77, 121.26, 110.58, 92.03, 70.67, 62.24, 39.17, 23.89, 18.5]",38,C++,2016-08-15,"deep-learning,distributed-training,efficiency,machine-learning,neural-network,paddlepaddle,python,scalability",keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，24,035 stars，最近可用 OpenRank 43.25。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
45717250,tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,200275,411,77176,3341,Apache-2.0,false,2026-09-24,9.56,11.51,"[66.68,58.23,41.32,47.75,40.07,45.63,37.02,35.42,26.45,20.34,14.28,9.56]","[58.23, 41.32, 47.75, 40.07, 45.63, 37.02, 35.42, 26.45, 20.34, 14.28, 9.56, 11.51]",26,C++,2015-11-07,"deep-learning,deep-neural-networks,distributed,machine-learning,ml,neural-network,python,tensorflow",add,Model Infra,Pre-Train · Framework & parallel,通用训练框架的历史基线仍应保留，尤其在 NeMo 仓库改名为 Speech 后，原位置已经不再准确。,近期 OpenRank 明显低于 PyTorch、JAX；入图表示生态基线，不解释成增长项目。,ok,,
235860204,deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",43158,435,5005,1468,Apache-2.0,false,2026-09-24,5.74,15.23,"[45.71,44.34,34.6,28.89,23.88,22.9,18.28,19.31,17.31,10.36,7.86,5.74]","[44.34, 34.6, 28.89, 23.88, 22.9, 18.28, 19.31, 17.31, 10.36, 7.86, 5.74, 15.23]",5,Python,2020-01-23,"billion-parameters,compression,data-parallelism,deep-learning,gpu,inference,machine-learning,mixture-of-experts,model-parallelism,pipeline-parallelism,pytorch,trillion-parameters,zero",keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，42,826 stars，最近可用 OpenRank 6.65。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
748713144,huggingface/lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,27754,269,5734,954,Apache-2.0,false,2026-09-24,9.76,23.05,"[89.54,85.11,85.22,82.25,72.62,61.31,49.73,40.98,39.05,34.6,14.59,9.76]","[85.11, 85.22, 82.25, 72.62, 61.31, 49.73, 40.98, 39.05, 34.6, 14.59, 9.76, 23.05]",24,Python,2024-01-26,,keep,Model Infra,Pre-Train · Robotics infra,"当前图中的 Pre-Train · Robotics infra 代表项目；仓库仍在维护，26,203 stars，最近可用 OpenRank 17.57。",只放 robotics infra，不把机器人 foundation model 混进来。,ok,,
914053359,OpenMind/OM1,Modular AI HAL (Hardware Abstraction Layer) for Robots,2932,122,996,70,MIT,false,2026-09-15,,12.86,"[11.39,12.27,19.5,19.99,19.26,79.37,56.85,33.63,20.61,13.53,15.89,null]","[12.27, 19.5, 19.99, 19.26, 79.37, 56.85, 33.63, 20.61, 13.53, 15.89, null, 12.86]",4,Go,2025-01-08,"llm,multiagent,robotics,ros2,zenoh",keep,Model Infra,Pre-Train · Robotics infra,"当前图中的 Pre-Train · Robotics infra 代表项目；仓库仍在维护，2,890 stars，最近可用 OpenRank 15.46。",只放 robotics infra，不把机器人 foundation model 混进来。,ok,,
658928958,ollama/ollama,"Get up and running with Kimi, GLM, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",181602,451,17990,4066,MIT,false,2026-09-24,167.01,75.39,"[305.53,241.51,239.99,230.8,208.74,202.57,216.92,242.09,270.02,230.61,248.76,167.01]","[241.51, 239.99, 230.8, 208.74, 202.57, 216.92, 242.09, 270.02, 230.61, 248.76, 167.01, 75.39]",152,Go,2023-06-26,"deepseek,gemma,gemma3,glm,go,golang,gpt-oss,llama,llama3,llm,llms,minimax,mistral,ollama,qwen",keep,Model Infra,Serving · Deploy,"当前图中的 Serving · Deploy 代表项目；仓库仍在维护，177,103 stars，最近可用 OpenRank 187.55。",该区只保留部署入口和 serving control plane，不与底层 inference engine 重复。,ok,,
942206898,ai-dynamo/dynamo,A Datacenter Scale Distributed Inference Serving Framework,8155,405,1617,1564,NOASSERTION,false,2026-09-24,115.92,95.31,"[151.15,151.5,153.69,153.06,150.3,152.61,159.09,171.21,173.74,167.43,141.32,115.92]","[151.5, 153.69, 153.06, 150.3, 152.61, 159.09, 171.21, 173.74, 167.43, 141.32, 115.92, 95.31]",62,Rust,2025-03-03,"diffusion,disaggregated-serving,kubernetes,llm-inference,omni,routing-engine,rust,sglang,tensorrt-llm,vllm",keep,Model Infra,Serving · Deploy,"当前图中的 Serving · Deploy 代表项目；仓库仍在维护，7,608 stars，最近可用 OpenRank 170.51。",该区只保留部署入口和 serving control plane，不与底层 inference engine 重复。,ok,,
975070903,llm-d/llm-d,Achieve state of the art inference performance with modern accelerators on Kubernetes,4649,216,790,223,Apache-2.0,false,2026-09-24,19.67,14.3,"[6.28,20.85,32.68,32.16,25.91,35.42,32.05,24.14,30.84,30.63,26.51,19.67]","[20.85, 32.68, 32.16, 25.91, 35.42, 32.05, 24.14, 30.84, 30.63, 26.51, 19.67, 14.3]",9,Shell,2025-04-29,"ai,cncf,distributed-inference,gpu,inference,intelligent-routing,kubernetes,llm,model-server",keep,Model Infra,Serving · Deploy,"当前图中的 Serving · Deploy 代表项目；仓库仍在维护，3,897 stars，最近可用 OpenRank 30.05。",该区只保留部署入口和 serving control plane，不与底层 inference engine 重复。,ok,,
740303686,sgl-project/sglang,SGLang is a high-performance serving framework for large language models and multimodal models.,36403,450,9121,5409,Apache-2.0,false,2026-09-24,215.0,160.3,"[406.94,434.55,415.14,440.36,463.56,469.22,425.68,392.12,360.89,322.31,263.19,215.0]","[434.55, 415.14, 440.36, 463.56, 469.22, 425.68, 392.12, 360.89, 322.31, 263.19, 215.0, 160.3]",112,Python,2024-01-08,"attention,blackwell,cuda,deepseek,diffusion,glm,gpt-oss,inference,llama,llm,minimax,moe,qwen,qwen-image,reinforcement-learning,transformer,vlm,wan",keep,Model Infra,Serving · Inference,"当前图中的 Serving · Inference 代表项目；仓库仍在维护，30,852 stars，最近可用 OpenRank 314.95。",项目数量已经较多，子项目和硬件 plugin 优先作为注释而不是独立 logo。,ok,,
599547518,vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,92623,452,22615,8380,Apache-2.0,false,2026-09-24,189.08,148.64,"[762.07,764.83,697.99,674.73,620.83,586.12,560.08,507.78,446.03,360.39,274.25,189.08]","[764.83, 697.99, 674.73, 620.83, 586.12, 560.08, 507.78, 446.03, 360.39, 274.25, 189.08, 148.64]",164,Python,2023-02-09,"amd,blackwell,cuda,deepseek,deepseek-v3,gpt,gpt-oss,inference,kimi,llama,llm,llm-serving,model-serving,moe,openai,pytorch,qwen,qwen3,tpu,transformer",keep,Model Infra,Serving · Inference,"当前图中的 Serving · Inference 代表项目；仓库仍在维护，87,453 stars，最近可用 OpenRank 307.32。",项目数量已经较多，子项目和硬件 plugin 优先作为注释而不是独立 logo。,ok,,
679366051,NVIDIA/TensorRT-LLM,TensorRT LLM provides users with an easy-to-use Python API to define Large Language Models (LLMs) and supports state-of-the-art optimizations to perform inference efficiently on NVIDIA GPUs. TensorRT LLM also contains components to create Python and C++ runtimes that orchestrate the inference execution in a performant way.,14710,421,2771,1502,NOASSERTION,false,2026-09-24,145.76,138.69,"[314.49,309.07,295.11,293.49,298.25,300.45,281.85,276.53,272.23,266.5,214.2,145.76]","[309.07, 295.11, 293.49, 298.25, 300.45, 281.85, 276.53, 272.23, 266.5, 214.2, 145.76, 138.69]",77,Python,2023-08-16,"blackwell,cuda,llm-serving,moe,pytorch",keep,Model Infra,Serving · Inference,"当前图中的 Serving · Inference 代表项目；仓库仍在维护，14,235 stars，最近可用 OpenRank 215.38。",项目数量已经较多，子项目和硬件 plugin 优先作为注释而不是独立 logo。,ok,,
612354784,ggml-org/llama.cpp,LLM inference in C/C++,129423,447,23685,2532,MIT,false,2026-09-24,90.46,80.9,"[293.89,268.53,242.87,264.39,263.88,243.8,234.98,224.73,216.77,186.81,142.46,90.46]","[268.53, 242.87, 264.39, 263.88, 243.8, 234.98, 224.73, 216.77, 186.81, 142.46, 90.46, 80.9]",53,C++,2023-03-10,ggml,keep,Model Infra,Serving · Inference,"当前图中的 Serving · Inference 代表项目；仓库仍在维护，121,872 stars，最近可用 OpenRank 158.32。",项目数量已经较多，子项目和硬件 plugin 优先作为注释而不是独立 logo。,ok,,
1054512829,vllm-project/vllm-omni,A framework for efficient model inference with omni-modality models,7051,448,1785,2107,Apache-2.0,false,2026-09-24,54.29,50.76,"[null,0.38,null,0.89,57.0,82.93,110.17,121.05,125.34,115.23,90.15,54.29]","[0.38, null, 0.89, 57.0, 82.93, 110.17, 121.05, 125.34, 115.23, 90.15, 54.29, 50.76]",30,Python,2025-09-11,"audio-generation,diffusion,image-generation,inference,model-serving,multimodal,pytorch,transformer,video-generation,world-model",add,Model Infra,Serving · Inference,把 vLLM serving 扩展到文本、图像、音频、视频和 action output，直接对应多模态 agent workload。,它与 vLLM 主项目同属一个生态；版面上应做子项目关系提示，避免看成两个无关引擎。,ok,,
156939672,microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",21927,399,4250,1734,MIT,false,2026-09-24,46.91,38.45,"[202.54,182.08,165.3,132.78,133.97,133.76,111.79,104.25,86.21,81.37,63.96,46.91]","[182.08, 165.3, 132.78, 133.97, 133.76, 111.79, 104.25, 86.21, 81.37, 63.96, 46.91, 38.45]",22,C++,2018-11-10,"ai-framework,deep-learning,hardware-acceleration,machine-learning,neural-networks,onnx,pytorch,scikit-learn,tensorflow",add,Model Infra,Serving · Inference,跨平台推理 runtime 仍是 CPU、GPU 和边缘部署的重要基线，当前 21k+ stars、最近可用 OpenRank 64.52。,项目覆盖广泛 ML workload，不专属于 LLM；在图中只表达通用 inference runtime。,ok,,
153097643,openvinotoolkit/openvino,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,10910,409,3403,879,Apache-2.0,false,2026-09-24,27.34,35.69,"[203.95,193.62,172.78,157.73,144.15,159.96,139.38,126.15,109.86,74.42,44.65,27.34]","[193.62, 172.78, 157.73, 144.15, 159.96, 139.38, 126.15, 109.86, 74.42, 44.65, 27.34, 35.69]",39,C++,2018-10-15,"ai,computer-vision,deep-learning,deploy-ai,diffusion-models,generative-ai,good-first-issue,inference,llm-inference,natural-language-processing,nlp,openvino,optimize-ai,performance-boost,recommendation-system,speech-recognition,stable-diffusion,transformers,yolo",keep,Model Infra,Serving · Inference,"当前图中的 Serving · Inference 代表项目；仓库仍在维护，10,585 stars，最近可用 OpenRank 53.67。",项目数量已经较多，子项目和硬件 plugin 优先作为注释而不是独立 logo。,ok,,
807305060,LMCache/LMCache,LMCache: Supercharge Your LLM with the Fastest KV Cache Layer,11901,328,1951,755,Apache-2.0,false,2026-09-24,17.97,9.35,"[74.2,71.26,68.63,64.3,66.26,62.12,54.58,40.44,44.09,40.51,34.45,17.97]","[71.26, 68.63, 64.3, 66.26, 62.12, 54.58, 40.44, 44.09, 40.51, 34.45, 17.97, 9.35]",14,Python,2024-05-28,"amd,cuda,fast,inference,kv-cache,llm,pytorch,rocm,speed,vllm",add,Model Infra,Serving · Inference,KV cache 已成为长上下文和多轮 agent workload 的独立复用层；LMCache 的社区信号和采用度足以进入主图。,与 Mooncake 的位置高度重叠，本版采用替换而不是并列增加。,ok,,
