repo_id,repo_name,description,stars,contributors,forks,open_issues,license,archived,pushed_at,openrank_2607,openrank_2608,openrank_trend_2508_2607,openrank_trend_2509_2608,participants_2607,language,created_at,topics,landscape_action,landscape_layer,landscape_section,selection_reason,selection_caveat,github_status,trend_signal,trend_signal_reason
621803253,FlowiseAI/Flowise,"Build AI Agents, Visually",55475,317,25049,1040,NOASSERTION,true,2026-08-13,7.76,2.5,"[65.01,49.65,43.2,36.9,33.56,28.59,30.82,29.47,29.14,22.82,12.12,7.76]","[49.65, 43.2, 36.9, 33.56, 28.59, 30.82, 29.47, 29.14, 22.82, 12.12, 7.76, 2.5]",3,TypeScript,2023-03-31,"agentic-ai,agentic-workflow,agents,artificial-intelligence,chatbot,chatgpt,javascript,langchain,large-language-models,low-code,multiagent-systems,no-code,openai,rag,react,typescript,workflow-automation",add,Agent Infra,Workflow & agent builders,54k+ stars 的可视化 agent builder，结构定位比 ComfyUI 更贴合通用 agent workflow。,与 Dify、Langflow 功能接近；该区维持五个 logo，不继续扩容。,ok,,
842586148,yetone/avante.nvim,Use your Neovim like using Cursor AI IDE!,18172,280,850,48,Apache-2.0,false,2026-09-24,3.24,,"[62.36,47.97,30.48,21.69,17.73,32.59,23.62,12.33,7.08,9.15,7.67,3.24]","[47.97, 30.48, 21.69, 17.73, 32.59, 23.62, 12.33, 7.08, 9.15, 7.67, 3.24, null]",2,Lua,2024-08-14,,omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；18,071 stars，最近可用 OpenRank 6.96，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
23496542,triton-lang/triton,Development repository for the Triton language and compiler,20236,412,3216,1267,MIT,false,2026-09-24,41.95,49.38,"[139.39,137.95,131.66,117.88,110.35,104.34,99.43,88.2,77.45,69.4,47.71,41.95]","[137.95, 131.66, 117.88, 110.35, 104.34, 99.43, 88.2, 77.45, 69.4, 47.71, 41.95, 49.38]",14,MLIR,2014-08-30,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，19,803 stars，最近可用 OpenRank 47.07。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
634043200,modular/modular,The Modular Platform (includes MAX & Mojo),29875,389,3182,1167,NOASSERTION,false,2026-09-23,,25.95,"[89.98,79.21,74.04,69.23,66.24,67.03,67.9,59.3,54.01,41.08,31.65,null]","[79.21, 74.04, 69.23, 66.24, 67.03, 67.9, 59.3, 54.01, 41.08, 31.65, null, 25.95]",3,Mojo,2023-04-28,"ai,language,machine-learning,max,modular,mojo,programming-language",omit,,,编译与 runtime 信号很强，但 GitHub API 未识别标准 SPDX 许可证，本版暂不进入开放生态主图。,完成代码范围和许可证复核后再决定是否替换 compiler 区项目。,ok,,
90506918,NVIDIA/cudf,cuDF - GPU DataFrame Library ,9761,305,1119,1359,Apache-2.0,false,2026-09-24,42.42,37.95,"[96.11,87.37,76.39,70.95,69.4,74.4,69.37,68.5,61.45,63.67,50.08,42.42]","[87.37, 76.39, 70.95, 69.4, 74.4, 69.37, 68.5, 61.45, 63.67, 50.08, 42.42, 37.95]",24,C++,2017-05-07,"arrow,cpp,cuda,cudf,dask,data-analysis,data-science,dataframe,gpu,pandas,pydata,python,rapids",remove,Model Infra,Pre-Train · Compiler & accelerator,cuDF 是 GPU dataframe library，放在 Compiler & accelerator 区的解释成本过高。,它仍是 GPU 数据处理基础设施，但不属于本图的模型编译主线。,ok,,
539057023,NVIDIA/TransformerEngine,"A library for accelerating Transformer models on NVIDIA GPUs, including using 8-bit and 4-bit floating point (FP8 and FP4) precision on Hopper, Ada and Blackwell GPUs, to provide better performance with lower memory utilization in both training and inference.",3553,209,835,357,Apache-2.0,false,2026-09-24,17.7,34.61,"[66.75,60.75,52.47,55.65,53.26,46.6,44.06,41.91,46.14,40.7,32.71,17.7]","[60.75, 52.47, 55.65, 53.26, 46.6, 44.06, 41.91, 46.14, 40.7, 32.71, 17.7, 34.61]",9,Python,2022-09-20,"cuda,deep-learning,fp4,fp8,gpu,jax,machine-learning,python,pytorch",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，3,450 stars，最近可用 OpenRank 32.73。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
669331976,flashinfer-ai/flashinfer,FlashInfer: Kernel Library for LLM Serving,6502,408,1496,1042,Apache-2.0,false,2026-09-24,147.83,79.8,"[65.19,70.26,78.03,73.14,65.84,71.18,85.64,111.35,127.11,133.35,152.97,147.83]","[70.26, 78.03, 73.14, 65.84, 71.18, 85.64, 111.35, 127.11, 133.35, 152.97, 147.83, 79.8]",119,Cuda,2023-07-22,"attention,cuda,distributed-inference,gpu,jit,large-large-models,llm-inference,moe,nvidia,pytorch",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，6,053 stars，最近可用 OpenRank 119.80。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
112542515,NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,10482,280,2100,756,NOASSERTION,false,2026-09-23,6.04,11.26,"[37.82,35.53,25.17,29.65,27.47,26.48,24.03,20.88,17.89,16.22,10.01,6.04]","[35.53, 25.17, 29.65, 27.47, 26.48, 24.03, 20.88, 17.89, 16.22, 10.01, 6.04, 11.26]",6,C++,2017-11-30,"cpp,cuda,deep-learning,deep-learning-library,gpu,nvidia,python",keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，10,151 stars，最近可用 OpenRank 6.92。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
724854743,ml-explore/mlx,MLX: An array framework for Apple silicon,28540,335,2276,174,MIT,false,2026-09-24,5.5,13.38,"[40.17,36.07,33.34,34.0,35.75,30.6,30.2,22.56,21.05,18.02,15.68,5.5]","[36.07, 33.34, 34.0, 35.75, 30.6, 30.2, 22.56, 21.05, 18.02, 15.68, 5.5, 13.38]",4,C++,2023-11-28,mlx,omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；27,733 stars，最近可用 OpenRank 16.43，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
933928679,deepseek-ai/DeepEP,DeepEP: an efficient expert-parallel communication library,10201,48,1450,289,MIT,false,2026-09-23,,5.25,"[28.29,25.61,19.33,14.46,11.38,8.6,5.56,3.3,5.05,5.38,2.38,null]","[25.61, 19.33, 14.46, 11.38, 8.6, 5.56, 3.3, 5.05, 5.38, 2.38, null, 5.25]",0,Cuda,2025-02-17,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，9,913 stars，最近可用 OpenRank 2.55。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
494232964,Dao-AILab/flash-attention,Fast and memory-efficient exact attention,25007,207,3099,1311,BSD-3-Clause,false,2026-09-24,5.43,5.94,"[30.65,30.05,27.77,23.85,29.74,32.3,30.41,23.43,23.79,13.63,10.88,5.43]","[30.05, 27.77, 23.85, 29.74, 32.3, 30.41, 23.43, 23.79, 13.63, 10.88, 5.43, 5.94]",5,Python,2022-05-19,,keep,Model Infra,Pre-Train · Compiler & accelerator,"当前图中的 Pre-Train · Compiler & accelerator 代表项目；仓库仍在维护，24,557 stars，最近可用 OpenRank 10.59。",该区强调编译、kernel 和模型优化的结构覆盖，不追求完整 CUDA 工具清单。,ok,,
204086862,streamlit/streamlit,Streamlit — A faster way to build and share data apps.,45830,319,4392,1180,Apache-2.0,false,2026-09-24,20.0,20.54,"[101.98,92.94,78.35,75.8,74.68,65.25,66.16,53.29,44.48,33.66,25.72,20.0]","[92.94, 78.35, 75.8, 74.68, 65.25, 66.16, 53.29, 44.48, 33.66, 25.72, 20.0, 20.54]",13,Python,2019-08-24,"data-analysis,data-science,data-visualization,deep-learning,developer-tools,machine-learning,python,streamlit",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；45,375 stars，最近可用 OpenRank 28.95，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
162405963,gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",43615,466,3610,102,Apache-2.0,false,2026-09-24,11.92,18.1,"[69.7,63.46,52.46,56.73,53.4,46.11,38.05,34.2,31.32,42.09,24.39,11.92]","[63.46, 52.46, 56.73, 53.4, 46.11, 38.05, 34.2, 31.32, 42.09, 24.39, 11.92, 18.1]",3,Python,2018-12-19,"data-analysis,data-science,data-visualization,deep-learning,deploy,gradio,gradio-interface,interface,machine-learning,models,python,python-notebook,ui,ui-components",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；43,220 stars，最近可用 OpenRank 23.38，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
291438522,siyuan-note/siyuan,"An open-source, privacy-first, self-hosted knowledge workspace where humans and AI agents work together 开源、隐私优先、自托管的知识工作空间，让人与智能体在此协作",46488,125,3023,13,AGPL-3.0,false,2026-09-24,23.03,18.04,"[66.78,66.51,63.23,56.79,62.09,60.43,50.04,41.45,38.03,28.39,24.34,23.03]","[66.51, 63.23, 56.79, 62.09, 60.43, 50.04, 41.45, 38.03, 28.39, 24.34, 23.03, 18.04]",12,TypeScript,2020-08-30,"agentic-ai,ai-agent,knowledge-base,local-first,markdown,mcp,note-taking,self-hosted,siyuan",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；45,468 stars，最近可用 OpenRank 29.42，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
826168160,docling-project/docling,Get your documents ready for gen AI,67831,321,4917,926,MIT,false,2026-09-24,40.22,23.99,"[64.23,72.55,80.54,74.66,59.27,48.57,41.62,52.4,59.36,55.5,84.04,40.22]","[72.55, 80.54, 74.66, 59.27, 48.57, 41.62, 52.4, 59.36, 55.5, 84.04, 40.22, 23.99]",14,Python,2024-07-09,"ai,convert,document-parser,document-parsing,documents,docx,html,markdown,pdf,pdf-converter,pdf-to-json,pdf-to-text,pptx,tables,xlsx",add,Model Infra,Data · Integration,文档解析和结构化已经成为 RAG 与 agent 数据准备的常见入口，当前 63k+ stars、最近可用 OpenRank 66.74。,它代表文档数据准备，不是通用 ETL；Data · Integration 区控制在三个项目。,ok,,
649170660,Mintplex-Labs/anything-llm,Stop renting your intelligence. Own it with AnythingLLM. Everything you need for a powerful local-first agent experience ,66406,243,7396,339,MIT,false,2026-09-24,17.92,20.73,"[57.88,51.48,48.16,40.57,35.26,32.53,28.43,28.59,28.3,23.27,19.05,17.92]","[51.48, 48.16, 40.57, 35.26, 32.53, 28.43, 28.59, 28.3, 23.27, 19.05, 17.92, 20.73]",6,JavaScript,2023-06-04,"agent-computer,agent-harness,agent-orchestration,agentic-ai,agentic-workflow,ai-agents,computer-use,hermes-agent,llm,local-ai,localai,multimodal,rag,self-hosted-ai,vector-database",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；64,012 stars，最近可用 OpenRank 18.36，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
158256479,apache/iceberg,Apache Iceberg,9270,407,3550,924,Apache-2.0,false,2026-09-23,34.89,38.82,"[134.55,137.46,112.48,112.97,102.13,98.82,96.01,89.69,83.35,71.45,53.24,34.89]","[137.46, 112.48, 112.97, 102.13, 98.82, 96.01, 89.69, 83.35, 71.45, 53.24, 34.89, 38.82]",32,Java,2018-11-19,"apache,hacktoberfest,iceberg",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，9,085 stars，最近可用 OpenRank 57.16。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
391740664,open-metadata/OpenMetadata,"The Open Context Layer for Data and AI ,  OpenMetadata is the open platform for building trusted data context and business semantics for humans, AI assistants, and agents.",15319,426,2405,899,Apache-2.0,false,2026-09-24,47.49,54.79,"[113.11,116.57,106.35,98.11,92.51,99.44,91.19,89.11,109.97,83.41,61.78,47.49]","[116.57, 106.35, 98.11, 92.51, 99.44, 91.19, 89.11, 109.97, 83.41, 61.78, 47.49, 54.79]",26,TypeScript,2021-08-01,"context,context-layer,data-catalog,data-collaboration,data-contracts,data-discovery,data-governance,data-lineage,data-observability,data-profiling,data-quality,datadiscovery,dataquality,mcp,mcp-server,metadata,metadata-management,ontologies,ontologies-api,semantics",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，14,587 stars，最近可用 OpenRank 76.75。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
46398090,datahub-project/datahub,The Context Platform for your Data and AI Stack,12757,410,3699,1252,Apache-2.0,false,2026-09-24,38.95,43.59,"[100.54,99.22,91.13,91.59,96.72,96.27,88.47,87.19,80.23,69.79,46.2,38.95]","[99.22, 91.13, 91.59, 96.72, 96.27, 88.47, 87.19, 80.23, 69.79, 46.2, 38.95, 43.59]",23,Python,2015-11-18,"agent-platform,context-management,data-catalog,data-discovery,data-governance,data-observability,datahub,metadata",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，12,365 stars，最近可用 OpenRank 54.73。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
631431061,apache/gravitino,"World's most powerful open data catalog for building a high-performance, geo-distributed and federated metadata lake.",3238,343,943,1103,Apache-2.0,false,2026-09-24,22.03,21.93,"[90.47,76.23,61.49,64.26,54.9,47.46,44.34,44.66,37.95,31.45,32.76,22.03]","[76.23, 61.49, 64.26, 54.9, 47.46, 44.34, 44.66, 37.95, 31.45, 32.76, 22.03, 21.93]",13,Java,2023-04-23,"ai-catalog,data-catalog,datalake,federated-query,lakehouse,metadata,metalake,model-catalog,opendatacatalog,skycomputing,stratosphere",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，3,136 stars，最近可用 OpenRank 40.68。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
182849188,delta-io/delta,"An open-source storage framework that enables building a Lakehouse architecture with compute engines including Spark, PrestoDB, Flink, Trino, and Hive and APIs",9021,390,2183,976,Apache-2.0,false,2026-09-24,15.67,27.06,"[61.79,59.29,46.89,44.16,50.32,49.74,43.05,34.88,35.05,35.16,31.22,15.67]","[59.29, 46.89, 44.16, 50.32, 49.74, 43.05, 34.88, 35.05, 35.16, 31.22, 15.67, 27.06]",13,Scala,2019-04-22,"acid,analytics,big-data,delta-lake,spark",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，8,925 stars，最近可用 OpenRank 35.05。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
447060287,apache/paimon,Apache Paimon is a lake format that enables building a Realtime Lakehouse Architecture with Flink and Spark for both streaming and batch operations.,3407,390,1403,750,Apache-2.0,false,2026-09-24,16.38,23.32,"[62.18,57.31,49.55,48.58,50.77,46.53,38.1,34.23,25.2,25.08,15.64,16.38]","[57.31, 49.55, 48.58, 50.77, 46.53, 38.1, 34.23, 25.2, 25.08, 15.64, 16.38, 23.32]",5,Java,2022-01-12,"big-data,data-ingestion,flink,paimon,real-time-analytics,spark,streaming-datalake,table-store",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，3,353 stars，最近可用 OpenRank 18.40。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
76474200,apache/hudi,"Upserts, Deletes And Incremental Processing on Big Data.",6273,384,2523,2904,Apache-2.0,false,2026-09-24,24.44,24.15,"[63.92,65.9,59.1,55.19,58.86,58.51,54.84,48.86,43.18,39.23,31.01,24.44]","[65.9, 59.1, 55.19, 58.86, 58.51, 54.84, 48.86, 43.18, 39.23, 31.01, 24.44, 24.15]",22,Java,2016-12-14,"apacheflink,apachehudi,apachespark,bigdata,data-integration,datalake,hudi,incremental-processing,stream-processing",keep,Model Infra,Data · Governance,"当前图中的 Data · Governance 代表项目；仓库仍在维护，6,197 stars，最近可用 OpenRank 38.83。",Apache 和开放数据格式是该区重点，当前七个项目已经较为饱满。,ok,,
33884891,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",46961,410,17911,2078,Apache-2.0,false,2026-09-24,98.32,81.24,"[334.33,327.95,299.72,261.63,253.36,262.28,271.61,241.59,214.56,168.07,127.22,98.32]","[327.95, 299.72, 261.63, 253.36, 262.28, 271.61, 241.59, 214.56, 168.07, 127.22, 98.32, 81.24]",60,Python,2015-04-13,"airflow,apache,apache-airflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,python,scheduler,workflow,workflow-engine,workflow-orchestration",keep,Model Infra,Data · Integration,"当前图中的 Data · Integration 代表项目；仓库仍在维护，46,289 stars，最近可用 OpenRank 144.80。",只放与 AI 数据准备直接相关的代表项目，避免扩张成通用数据工程图。,ok,,
283046497,airbytehq/airbyte,"Open-source data movement for ELT pipelines and AI agents — from APIs, databases & files to warehouses, lakes, and AI applications. Both self-hosted and Cloud.",22133,378,5360,2498,NOASSERTION,false,2026-09-24,20.61,22.3,"[148.09,138.4,121.97,107.79,86.83,86.97,69.26,69.02,65.19,52.69,33.66,20.61]","[138.4, 121.97, 107.79, 86.83, 86.97, 69.26, 69.02, 65.19, 52.69, 33.66, 20.61, 22.3]",38,Python,2020-07-27,"bigquery,change-data-capture,data,data-analysis,data-collection,data-engineering,data-integration,data-pipeline,elt,etl,java,mssql,mysql,pipeline,postgresql,python,redshift,s3,self-hosted,snowflake",keep,Model Infra,Data · Integration,"当前图中的 Data · Integration 代表项目；仓库仍在维护，21,723 stars，最近可用 OpenRank 43.07。",只放与 AI 数据准备直接相关的代表项目，避免扩张成通用数据工程图。,ok,,
131619646,dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.",16199,407,2304,2572,Apache-2.0,false,2026-09-24,16.22,7.84,"[137.42,128.73,115.25,103.57,92.57,87.28,65.78,57.58,40.49,43.1,42.8,16.22]","[128.73, 115.25, 103.57, 92.57, 87.28, 65.78, 57.58, 40.49, 43.1, 42.8, 16.22, 7.84]",17,Python,2018-04-30,"analytics,dagster,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,etl,metadata,mlops,orchestration,python,scheduler,workflow,workflow-automation",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；15,910 stars，最近可用 OpenRank 25.79，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
192640529,HumanSignal/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output format,28341,149,3729,949,Apache-2.0,false,2026-09-24,1.97,1.75,"[67.06,63.58,61.59,55.91,50.78,50.66,44.36,38.1,16.13,7.16,null,1.97]","[63.58, 61.59, 55.91, 50.78, 50.66, 44.36, 38.1, 16.13, 7.16, null, 1.97, 1.75]",4,TypeScript,2019-06-19,"annotation,annotation-tool,annotations,boundingbox,computer-vision,data-labeling,dataset,datasets,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,label-studio,labeling,labeling-tool,mlops,semantic-segmentation,text-annotation,yolo",keep,Model Infra,Data · Labeling,"当前图中的 Data · Labeling 代表项目；仓库仍在维护，27,939 stars，最近窗口暂未产出 OpenRank。",保留通用标注平台，垂直数据工具进入专题而不是主图。,ok,,
139156354,cvat-ai/cvat,"Computer Vision Annotation Tool (CVAT) is a leading platform for building high-quality visual datasets for vision AI. It offers open-source, cloud, and enterprise products, as well as labeling services, for image, video, and 3D annotation with AI-assisted labeling, quality assurance, team collaboration, analytics, and developer APIs.",16785,284,3885,585,MIT,false,2026-09-24,6.34,18.82,"[52.58,44.78,42.19,38.39,38.77,32.21,31.51,26.45,25.72,23.91,11.47,6.34]","[44.78, 42.19, 38.39, 38.77, 32.21, 31.51, 26.45, 25.72, 23.91, 11.47, 6.34, 18.82]",5,Python,2018-06-29,"annotation,annotation-tool,annotations,boundingbox,computer-vision,computer-vision-annotation,dataset,deep-learning,image-annotation,image-classification,image-labeling,image-labelling-tool,imagenet,labeling,labeling-tool,object-detection,pytorch,semantic-segmentation,tensorflow,video-annotation",keep,Model Infra,Data · Labeling,"当前图中的 Data · Labeling 代表项目；仓库仍在维护，16,398 stars，最近可用 OpenRank 13.74。",保留通用标注平台，垂直数据工具进入专题而不是主图。,ok,,
60377070,vespa-engine/vespa,The AI search platform,7109,117,738,253,Apache-2.0,false,2026-09-24,,17.72,"[42.12,38.62,36.55,34.99,37.19,34.17,40.67,35.66,33.19,32.61,12.87,null]","[38.62, 36.55, 34.99, 37.19, 34.17, 40.67, 35.66, 33.19, 32.61, 12.87, null, 17.72]",1,Java,2016-06-03,"ai,big-data,java,machine-learning,rag,search,search-engine,server,serving-recommendation,tensor,vector,vector-database,vector-search,vespa",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；7,034 stars，最近可用 OpenRank 15.26，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
71932349,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,43915,410,8080,3621,Apache-2.0,false,2026-09-24,71.45,66.47,"[275.21,273.44,270.3,243.95,228.69,205.21,189.76,179.88,167.56,139.69,101.64,71.45]","[273.44, 270.3, 243.95, 228.69, 205.21, 189.76, 179.88, 167.56, 139.69, 101.64, 71.45, 66.47]",42,Python,2016-10-25,"data-science,deep-learning,deployment,distributed,hyperparameter-optimization,hyperparameter-search,large-language-models,llm,llm-inference,llm-serving,machine-learning,optimization,parallel,python,pytorch,ray,reinforcement-learning,rllib,serving,tensorflow",keep,Model Infra,Compute & scheduling,"当前图中的 Compute & scheduling 代表项目；仓库仍在维护，43,374 stars，最近可用 OpenRank 117.28。",保留通用计算和 Kubernetes AI 调度代表，不增加相似控制器。,ok,,
17165658,apache/spark,Apache Spark - A unified analytics engine for large-scale data processing,44036,331,29399,578,Apache-2.0,false,2026-09-24,68.18,58.43,"[193.41,177.0,162.9,166.92,157.89,136.64,141.5,129.54,116.31,94.85,84.69,68.18]","[177.0, 162.9, 166.92, 157.89, 136.64, 141.5, 129.54, 116.31, 94.85, 84.69, 68.18, 58.43]",44,Scala,2014-02-25,"big-data,java,jdbc,python,r,scala,spark,sql",keep,Model Infra,Compute & scheduling,"当前图中的 Compute & scheduling 代表项目；仓库仍在维护，43,716 stars，最近可用 OpenRank 87.87。",保留通用计算和 Kubernetes AI 调度代表，不增加相似控制器。,ok,,
175592968,volcano-sh/volcano,A Cloud Native Batch System (Project under CNCF),5979,329,1548,832,Apache-2.0,false,2026-09-24,9.67,11.01,"[36.71,35.04,25.85,18.66,28.12,29.18,22.7,22.7,21.46,13.32,13.04,9.67]","[35.04, 25.85, 18.66, 28.12, 29.18, 22.7, 22.7, 21.46, 13.32, 13.04, 9.67, 11.01]",12,Go,2019-03-14,"ai,batch-systems,bigdata,gene,golang,hpc,kubernetes,machine-learning,serving,training",keep,Model Infra,Compute & scheduling,"当前图中的 Compute & scheduling 代表项目；仓库仍在维护，5,813 stars，最近可用 OpenRank 15.19。",保留通用计算和 Kubernetes AI 调度代表，不增加相似控制器。,ok,,
200722670,NVIDIA-NeMo/Speech,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",18501,400,3613,300,Apache-2.0,false,2026-09-23,10.26,12.53,"[124.39,98.25,68.53,56.51,52.17,45.1,38.39,37.3,29.47,17.45,19.52,10.26]","[98.25, 68.53, 56.51, 52.17, 45.1, 38.39, 37.3, 29.47, 17.45, 19.52, 10.26, 12.53]",7,Python,2019-08-05,"asr,deeplearning,generative-ai,machine-translation,neural-networks,speaker-diariazation,speaker-recognition,speech-synthesis,speech-translation,tts",remove,Model Infra,Pre-Train · Framework & parallel,原 NeMo 仓库已经改名为 Speech，继续放在通用 Pre-Train framework 会造成事实错误。,Speech 项目可在语音模型或多模态工具图中单独评估。,ok,,
235860204,deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",43158,435,5005,1468,Apache-2.0,false,2026-09-24,5.74,15.23,"[45.71,44.34,34.6,28.89,23.88,22.9,18.28,19.31,17.31,10.36,7.86,5.74]","[44.34, 34.6, 28.89, 23.88, 22.9, 18.28, 19.31, 17.31, 10.36, 7.86, 5.74, 15.23]",5,Python,2020-01-23,"billion-parameters,compression,data-parallelism,deep-learning,gpu,inference,machine-learning,mixture-of-experts,model-parallelism,pipeline-parallelism,pytorch,trillion-parameters,zero",keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，42,826 stars，最近可用 OpenRank 6.65。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
176982014,NVIDIA/Megatron-LM,Ongoing research training transformer models at scale,17999,339,4562,1409,NOASSERTION,false,2026-09-24,32.39,39.04,"[25.27,24.28,37.21,58.69,74.89,87.23,88.23,83.3,68.93,61.62,47.44,32.39]","[24.28, 37.21, 58.69, 74.89, 87.23, 88.23, 83.3, 68.93, 61.62, 47.44, 32.39, 39.04]",36,Python,2019-03-21,"large-language-models,model-para,transformers",keep,Model Infra,Pre-Train · Framework & parallel,"当前图中的 Pre-Train · Framework & parallel 代表项目；仓库仍在维护，17,247 stars，最近可用 OpenRank 54.06。",保留通用框架和并行训练基线，不按短期 stars 排名。,ok,,
850267588,78/xiaozhi-esp32,An MCP-based chatbot | 一个基于MCP的聊天机器人,30186,152,7042,669,MIT,false,2026-09-23,5.51,8.35,"[57.16,48.48,39.48,38.44,37.04,30.32,24.93,17.13,14.25,8.02,6.34,5.51]","[48.48, 39.48, 38.44, 37.04, 30.32, 24.93, 17.13, 14.25, 8.02, 6.34, 5.51, 8.35]",2,C++,2024-08-31,"chatbot,esp32,mcp",omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；28,429 stars，最近可用 OpenRank 6.18，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
712225112,Genesis-Embodied-AI/genesis-world,Simulation platform for general-purpose robotics & embodied AI learning.,29981,110,2867,129,Apache-2.0,false,2026-09-24,8.46,12.88,"[56.49,42.44,37.61,31.52,23.29,31.82,29.68,21.16,11.04,6.38,8.09,8.46]","[42.44, 37.61, 31.52, 23.29, 31.82, 29.68, 21.16, 11.04, 6.38, 8.09, 8.46, 12.88]",3,Python,2023-10-31,,omit,,,"候选项目已复核，但在当前版面预算下暂不入图：未进入本版主图；29,656 stars，最近可用 OpenRank 8.22，但与已选项目功能重叠，或没有形成新的结构位置。",继续保留在项目池，后续按持续协作、独立采用和分类缺口复核。,ok,,
